data_type,group,pisco_classcode,high_abundance,ecologically_significant,cultural_significance,endangered_threatened,recreational_importance,commercial_importance,analysis_filter_1,analysis_filter_1_notes,cryptic,genus,species,common_name,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,size_cutoff,sampling_notes,juv_size_cutoff,WL_a,WL_b,WL_W_units,WL_L_units,WL_input_length,source_LW_LC,WL_Reference_Notes,LC.a._for_WL,LC.b._for_WL,LC_type_for_WL,LL_Reference_Notes_for_WL,LL_Equation_for_WL,Max_Length_fishbase,temporary copy of Targeted,Size_Mature_cm,SM_input_length,F_SM_Notes,source_maturity,No.Lat,So.Lat,source_biogeography,TrophicGroup,BroadTrophic,source_trophic,Targeted,CommercialTargeted,RecreationTargeted,notes_trophic_targeted,recreational_legal_size_in_TL_2020,commercial_legal_size_in_TL_2020,legal_size_in,yoy_size,yoy_code,Thermal grouping from UCSC 2012 biogeo,thermal_composite_class_from_Freedman_et_al_2021,thermal_agreement,source_thermal,feeding_mode,water_column_position,mobility,substrate_association,source_behavior,biomass_buster,F_Type_toupdate,F_a_toupdate,F_b_toupdate,F_L_units_toupdate,F_input_length_toupdate,L_conversion_toupdate,Description_toupdate,Output.units_toupdate,F_Citation_toupdate,source_fecundity_toupdate,fecundity_notes_toupdate
swath,invertebrate,ARBSTE,,,,,,,,,,Arbacia,stellata,black urchin,Arbacia stellata,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,ASTARM,,,,,,,,,,Astropecten,armatus,Armored Sand Star,Astropecten armatus,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,ASTSER,,,,,,,,,,Astrometis,sertulifera,Fragile Rainbow Star,Astrometis sertulifera,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,ASTSPP,,,,,,,,,,Asteroidea,spp,Unidentified Seastar,Asteroidea,Animalia,Echinodermata,Asteroidea,,,">2.5cm, diameter",After 2010 all seastars were ID'd to species. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,BALNUB,,,,,,,,,,Balanus,nubilus,Barnacle,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CANSPP,,,,,,,,,,,,Cancer Crab,Cancridae,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CENCOR,,,,,,,,,,Centrostephanus,coronatus,"Coronado Urchin, Crowned Urchin",Centrostephanus coronatus,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,COSCOS,,,,,,,,,,Costaria,costata,Costaria,Costaria costata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,">10cm, width",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CRAARB,,,,,,,,,,Craniella ,arb,Grey Tennis Ball Sponge,Craniella arb,Animalia,Porifera,Demospongiae,Tetractinellida,Tetillidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CRAGIG,,,,,,,,,,Crassadoma,gigantea,Rock Scallop,Crassadoma gigantea,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CRIALB,,,,,,,,,,Cribrinopsis,albopunctata,White-Spotted Rose Anemone,Cribrinopsis albopunctata,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CRYSIT,,,,,,,,,,Cryptolithodes,sitchensis,Umbrella Crab,Cryptolithodes sitchensis,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CRYSTE,,,,,,,,,,Cryptochiton,stelleri,Gumboot Chiton,Cryptochiton stelleri,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,CUCMIN,,,,,,,,,,Cucumaria,miniata,Orange Sea Cucumber,Cucumaria miniata,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,DERIMB,,,,,,,,,,Dermasterias,imbricata,Leather Star,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,EISARBAD,,,,,,,,,,Eisenia,arborea,Southern Sea Palm,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,">30cm, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,EISARBADSUB,,,,,,,,,,Eisenia,arborea,Southern Sea Palm,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,">30cm, total height","This also includes individuals with stipe height >30cm, double counted as EISARBAD. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,EPIPRO,,,,,,,,,,Epiactis ,prolifera,Proliferating Anemone,Epiactis prolifera,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,EUGRUB,,South,,South,,,,,,Eugorgia ,rubens,Purple Gorgonian,Eugorgia rubens,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,EVATRO,,,,,,,,,,Evasterias,troschelii,Mottled Star,Evasterias troschelii,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,GORGAD,,South,,South,,,TBD,gorgonians were lumped prior to 2003,,,,Gorgonian Adult,Gorgonian Adult,Animalia,Cnidaria,Anthozoa,Alcyonacea,,">2.5cm, longest dimension","This species group was sampled on quadrats until 2003 then split into Lophogorgia chilensis, Muricea fruticosa and Muricea californica in 2004",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HALCOR,,,"North, South",North,,,,,,Haliotis,corrugata,Pink Abalone,Haliotis corrugata,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HALCRA,,,"North, South",North,,,,,,Haliotis,cracherodii,Black Abalone,Haliotis cracherodii,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HALFUL,,,"North, South",North,,,,,,Haliotis,fulgens,Green Abalone,Haliotis fulgens,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HALKAM,,,"North, South",North,,,,,,Haliotis,kamtschatkana ,Pinto Abalone,Haliotis kamtschatkana,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HALRUF,North,,"North, Central, South",North,North,,,,,Haliotis,rufescens,Red Abalone,Haliotis rufescens,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HALSPP,,,"North, South",North,,,,,,Haliotis,spp,Abalone Spp.,Haliotis,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HALWAL,,,"North, South",North,,,,,,Haliotis,walallensis,Flat Abalone,Haliotis walallensis,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,HENLEV,,,,,,,,,,Henricia,leviuscula,Blood Star,Henricia leviuscula,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,KELKEL,,,,,,,,,,Kelletia,kelletii,Kellet's Whelk,Kelletia kelletii,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,LAMFAR,,,,,,,,,,Laminaria,farlowii,Oar Weed,Laminaria farlowii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,">10cm, blade width",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,LAMSETAD,,,,,,,,,,Laminaria,setchellii,Laminaria,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,">30cm, stipe height",This species was grouped as Laminaria spp. prior to 2003,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,LAMSETADSUB,,,,,,,,,,Laminaria,setchellii,Laminaria,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,">30cm, total height","This also includes individuals with stipe height >30cm, double counted as LAMSETAD",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,LAMSPP,,,,,,,,,,Laminaria,spp,Laminaria,Laminaria,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,,"After 2001, species were ID'd and counted separately. This species group was split in 2002 into L. farlowii and L. setchellii",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,LEPCHI,,South,,South,,,,,,Leptogorgia,chilensis,Red Gorgonian,Leptogorgia chilensis,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,">2.5cm, longest dimension",This species was lumped into GORGAD on swath transects prior to 2004 and sampled in quadrats as Gorgonian spp. prior to 2003,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,LEPHEX,,,,,,,,,,Leptasterias,hexactis,Six Arm Star,Leptasterias hexactis,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,LOPMAN,,,,,,,,,,Lopholithodes ,mandtii,Puget Sound King Crab,Lopholithodes mandtii,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,LOXGRA,,,,,,,,,,Loxorhynchus,grandis,Sheep Crab,Loxorhynchus grandis,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,LOXSCY,,,,,,,,,,Loxorhynchus/Scyra,crispatus/acutifrons,"Decorator Crab, Moss Crab",Loxorhynchus crispatus/Scyra acutifrons,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,LUIFOL,,,,,,,,,,Luidia,foliolata,Sand Star,Luidia foliolata,Animalia,Echinodermata,Asteroidea,Paxillosida,Luidiidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,LYTPIC,,,,,,,,,,Lytechinus,pictus,white urchin,Lytechinus pictus,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,MACPYRAD,"Central, South","Central, South",Central,,"Central, South",Central,,,,Macrocystis,pyrifera,Macrocystis,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,">1m, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,MEDAEQ,,,,,,,,,,Mediaster,aequalis,Red Star,Mediaster aequalis,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,MEGCRE,,,,,,,,,,Megathura,crenulata,Giant Key-Hole Limpet,Megathura crenulata,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,MEGUND,,,,,,,,,,Megastraea,undosa,Wavy Turban Snail,Megastraea undosa,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,MESFRAAD,"North, Central, South","North, Central, South",,,,"North, South",,,,Mesocentrotus,franciscanus,Red Urchin adult,Mesocentrotus franciscanus,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,">2.5cm, test diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,METSPP,,,,,,,,,,Metridium,spp,White Plumed Anemones,Metridium,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,MURCAL,,South,,South,,,,,,Muricea,californica,California Golden Gorgonian,Muricea californica,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,">2.5cm, longest dimension",This species was lumped into GORGAD on swath transects prior to 2004 and sampled in quadrats as Gorgonian spp. prior to 2003,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,MURFRU,,South,,South,,,,,,Muricea,fruticosa,Brown Gorgonian,Muricea fruticosa,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,">2.5cm, longest dimension",This species was lumped into GORGAD on swath transects prior to 2004 and sampled in quadrats as Gorgonian spp. prior to 2003,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,NEOFIM,,,,,,,,,,Neoagarum,fimbriatum,Sieve/colander kelp,Neoagarum fimbriatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae,">10cm, width",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,NEOSPA,,,,,,,,,,Neobernaya,spadicea,Chestnut Cowrie,Neobernaya spadicea,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,NERLUE,"North, Central","North, Central",North,North,,North,,,,Nereocystis,luetkeana,"Nereocystis, bull kelp",Nereocystis luetkeana,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,">1m, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,NUCLAM,,,,,,,,,,Nucella ,lamellosa,Frilled Dogwinkle,Nucella lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,ORTKOE,,,,,,,,,,Orthasterias,koehleri,Rainbow Star,Orthasterias koehleri,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PACFIM,,,,,,,,,,Pachycerianthus,fimbriatus,Burrowing Anemone,Pachycerianthus fimbriatus,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PANINT,South,South,South,,South,South,,,,Panulirus,interruptus,Spiny Lobster,Panulirus interruptus,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PATMIN,,,,,,,,,,Patiria,miniata,Bat Star,Patiria miniata,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,PELPOR,,,,,,,,,,Pelagophycus,porra,Elkhorn Kelp,Pelagophycus porra,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,">30cm, total height",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PISBRE,,,,,,,,,,Pisaster,brevispinus,Short Spined Star,Pisaster brevispinus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PISGIG,,,,,,,,,,Pisaster,giganteus,Giant Spined Star,Pisaster giganteus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PISOCH,,,,,,,,,,Pisaster,ochraceus,Ochre Star,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PISSPP,,,,,,,,,,Pisaster,spp,Pisaster spp. unidentified,Pisaster,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,all sizes,UCSC & HSU only- Used starting in 2015 for recruits too small to ID to species. ,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,PLEGAR,,,,,,,,,,Pleurophycus,gardneri,Pleurophycus,Pleurophycus gardneri,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,">30cm, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,POMGIB,,,,,,,,,,Pomaulax,gibberosus,Red Turban Snail,Pomaulax gibberosus,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PORINF,,,,,,,,,,Poraniopsis ,inflata,Spiny Sea Star,Poraniopsis inflata,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,PTECALAD,,,,,,,,,,Pterygophora,californica,Pterygophora,Pterygophora californica,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,">30cm, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,PTECALADSUB,,,,,,,,,,Pterygophora,californica,Pterygophora,Pterygophora californica,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,">30cm, total height","This also includes individuals with stipe height >30cm, double counted as PTECALTAD. ",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PTETES,,,,,,,,,,Pteraster,tesselatus,Cushion Star,Pteraster tesselatus,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PUGFOL,,,,,,,,,,Pugettia,foliata,Mimicking Crab,Pugettia foliata,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PUGPRO,,,,,,,,,,Pugettia,producta,Northern Kelp Crab,Pugettia producta,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PUGRIC,,,,,,,,,,Pugettia,richii,Cryptic Kelp Crab,Pugettia richii,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PUGSPP,,,,,,,,,,Pugettia,spp,Kelp Crab,Pugettia spp,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,PYCHEL,North,"North, Central, South",,"North, Central, South",,,,,,Pycnopodia,helianthoides,Sunflower Star,Pycnopodia helianthoides,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,SACLAT,,,,,,,,,,Saccharina,latissima,Sea Belt,Saccharina latissima,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,">10cm, blade width",sampled by UCSC only,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,SOLDAW,,,,,,,,,,Solaster,dawsoni,Dawson'S Sun Star,Solaster dawsoni,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,SOLSPP,,,,,,,,,,Solaster,spp,Unidentified Sun Star,Solaster,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,SOLSTI,,,,,,,,,,Solaster,stimpsoni,Stimpson'S Sun Star,Solaster stimpsoni,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,">2.5cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,algae,STEOSMAD,,,,,,,,,,Stephanocystis,osmundacea,chain-bladder kelp adult,Stephanocystis osmundacea,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,">6cm, diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,STRPURAD,"North, Central, South","North, Central, South",,,,,,,,Strongylocentrotus,purpuratus,Purple Urchin adult,Strongylocentrotus purpuratus,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,">2.5cm, test diameter",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
