site,campus,site_name_old,site_name_for_figures,latitude_originalfromVRG,longitude_originalfromVRG,latitude,longitude,site_campus_unique_ID,latitude_old,longitude_old,mpa_group,mpa_type,site_status,secondary_mpa,secondary_status,MLPA_longterm_in_proposal,STATE,mlpa_region,LongTermRegion,analysis_region_2,subregion,MXSRVYDPT_,YEAR_MPA,MPAAreaNM2,MPAShoreNM,CDIP_MOP,time_series_category,NOTES,survey_1999,survey_2000,survey_2001,survey_2002,survey_2003,survey_2004,survey_2005,survey_2006,survey_2007,survey_2008,survey_2009,survey_2010,survey_2011,survey_2012,survey_2013,survey_2014,survey_2015,survey_2016,survey_2017,survey_2018,survey_2019,survey_2020,survey_2021,survey_2022,survey_2023,SurveyYears
VANDENBERG_N,UCSB,PT_PURISIMA_N,Vandenberg N,,,34.740646,-120.642158,VANDENBERG_N UCSB,,,Vandenberg SMR,SMR,mpa,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,20.4,2007,0,0,B1483,,,,,,,,,,,,,", ,s,u,",,,,,,,,,,,,,,,1
VANDENBERG_N,UCSC,PT_PURISIMA_N,Vandenberg N,,,34.740646,-120.642158,VANDENBERG_N UCSC,,,Vandenberg SMR,SMR,mpa,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,20.4,2007,0,0,B1483,,,,,,,,,,,,"f, ,s,u,",,,,,,,,,,,,,,,,1
PURISIMA_N,UCSB,,Purisima N,,,34.729501,-120.631705,PURISIMA_N UCSB,,,Vandenberg SMR,SMR,mpa,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,18.3,2007,0,0,B1474,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,",,,", ,s,u,",,,,,,,,,,,,,,,9
PURISIMA_N,UCSC,,Purisima N,,,34.729501,-120.631705,PURISIMA_N UCSC,,,Vandenberg SMR,SMR,mpa,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,18.3,2007,0,0,B1474,,,,,,,,,,,,"f, ,s,u,z",,,,,,,,,,,,,,,,1
PURISIMA_S,UCSB,,Purisima S,,,34.726948,-120.627138,PURISIMA_S UCSB,,,Vandenberg SMR,SMR,mpa,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,19.5,2007,0,0,B1469,,,"f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,",,,", ,s,u,",,,,,,,,,,,,,,,9
PURISIMA_S,UCSC,,Purisima S,,,34.726948,-120.627138,PURISIMA_S UCSC,,,Vandenberg SMR,SMR,mpa,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,19.5,2007,0,0,B1469,,,,,,,,,,,,"f, ,s,u,z",,,,,,,,,,,,,,,,1
SURF,UCSC,,Surf,,,34.63022,-120.64252,SURF UCSC,,,Vandenberg SMR,SMR,mpa,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,21.9,2007,0,0,B1334,,,,,,,,,,,,"f, ,s,u,",,,,,,,,,,,,,,,,1
ARGUELLO_E,UCSB,,Arguello E,,,34.541733,-120.571717,ARGUELLO_E UCSB,,,Vandenberg SMR,SMR,reference,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,15.2,0,0,0,B1163,,,"f,c,s,u,",,,,,,,,,,,,,,,,,,,,,,,,,1
ARGUELLO_W,UCSB,,Arguello W,,,34.5405,-120.569117,ARGUELLO_W UCSB,,,Vandenberg SMR,SMR,reference,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,15.2,0,0,0,B1159,,,"f,c,s,u,",,,,,,,,,,,,,,,,,,,,,,,,,1
JALAMA_N,UCSB,,Jalama N,,,34.48696,-120.500523,JALAMA_N UCSB,,,Vandenberg SMR,SMR,reference,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,20.7,0,0,0,B1061,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,,,,,,,,,14
JALAMA_S,UCSB,,Jalama S,,,34.480842,-120.494458,JALAMA_S UCSB,,,Vandenberg SMR,SMR,reference,,,NO,CALIFORNIA,CENTRAL,Central Coast,Central Coast,Vandenberg,20.1,0,0,0,B1058,,,"f,c,s,u,","f,c,s,u,",", ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,",,,,,,,,,,,,14
ARROYO_QUEMADO_W,UCSB,,Arroyo Quemado W,,,34.46835,-120.125183,ARROYO_QUEMADO_W UCSB,,,Naples SMCA,SMCA,reference,Campus Point SMCA,reference,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Naples,14.3,0,0,0,B0670,1,,,,,,,,,,,,"f,c, , ,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s, ,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,","f, ,s,u,",15
ARROYO_QUEMADO_E,UCSB,,Arroyo Quemado E,,,34.466283,-120.116967,ARROYO_QUEMADO_E UCSB,,,Naples SMCA,SMCA,reference,Campus Point SMCA,reference,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Naples,14.3,0,0,0,B0661,1,,,,,,,,,,,,"f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,",,"f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,",14
Refugio State Beach,RCCA,Refugio - November,Refugio State Beach,,,34.4610558,-120.066882,Refugio State Beach RCCA,,,Naples SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
BULLITO,UCSB,BULLITO_CEN,Bullito,,,34.455433,-120.33205,BULLITO UCSB,,,Point Conception SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Conception,13.1,0,0,0,B0871,,,,,,,,,,,,,"f,c, , ,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s, ,",", ,s,u,",,,,,,,,,,6
COJO_W,UCSB,,Cojo W,,,34.443204,-120.423326,COJO_W UCSB,,,Point Conception SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Conception,18.6,2012,0,0,B0953,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,",,", ,s,u,",,,,,,,,,,15
COJO_E,UCSB,,Cojo E,,,34.441287,-120.416793,COJO_E UCSB,,,Point Conception SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Conception,18.9,0,0,0,B0951,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,,,,,,,,,14
NAPLES_W,UCSB,,Naples W,,,34.424633,-119.955317,NAPLES_W UCSB,,,Naples SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Naples,15.9,2012,0,0,B0496,1,,,,,,"f,c, , ,","f,c, , ,","f,c, , ,","f, , , ,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s, ,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",21
NAPLES_E,UCSB,,Naples E,,,34.423333,-119.951017,NAPLES_E UCSB,,,Naples SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Naples,15.5,2012,0,0,B0493,1,,"f,c,s,u,",,,"f,c,s,u,",,"f,c, , ,","f,c, , ,","f, , , ,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s, ,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",22
NAPLES_CEN,UCSB,,Naples CEN,,,34.42185,-119.9515,NAPLES_CEN UCSB,,,Naples SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Naples,17.4,2012,0,0,B0494,1,,"f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c, , ,","f,c, , ,","f,c, , ,","f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s, ,","f, ,s,u,","f, ,s,u,z","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,","f, ,s,u,",25
Naples Reef,RCCA,Naples Reef,Naples Reef,,,34.421848,-119.9515,Naples Reef RCCA,,,Naples SMCA,SMCA,mpa,,,,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sandpiper,RCCA,,Sandpiper,,,34.417465,-119.896729,Sandpiper RCCA,,,,,,,,,CALIFORNIA,SOUTH,South Coast,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CARP_REEF,VRG,Carp Reef,Carp Reef,34.41762,-119.60512,34.41577775,-119.6024495,Carp Reef VRG,,,Campus Point SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,"ETS-Added 6/21 based on field waypoint files - one set of transects january 2009- do not even appear to be full transects based on the swath data, remove form dataset?",,,,,,,,,,"f,c,s,u,",,,,,,,,,,,,,,,,1
IV_REEF_W,UCSB,,IV Reef W,,,34.404733,-119.876283,IV_REEF_W UCSB,,,Campus Point SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Campus Pt,13.1,2012,0,0,B0415,1,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,","f, ,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",15
IV Reef,RCCA,,IV Reef,,,34.40305,-119.866,IV Reef RCCA,,,Campus Point SMCA,SMCA,mpa,,,,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IV_REEF_E,UCSB,,IV Reef E,,,34.40295,-119.864517,IV_REEF_E UCSB,,,Campus Point SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Campus Pt,13.1,2012,0,0,B0403,2,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,",,,"f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,",13
LEAD_BETTER_BEACH,VRG,Lead Better Beach,Lead Better Beach,34.39676,-119.69829,34.39669184,-119.698213,Lead Better Beach VRG,,,Campus Point SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files - just one partial survey in 2009,,,,,,,,,,"f,c,s,u,z",,,,,,,,,,,,,,,,1
HORSESHOE_REEF_W,UCSB,,Horseshoe Reef W,,,34.391733,-119.5577,HORSESHOE_REEF_W UCSB,,,N/A,N/A,N/A,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Campus Pt,14.3,0,0,0,B0074,1,analysis in September 2021 lead to decision to use ARROYO QUEMADO as best reference for Campus Point SMCA rather than HORSESHOE,,,,,,,,,,,,"f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s, ,","f,c,s,u,","f, ,s,u,z","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,","f, ,s,u,",14
HORSESHOE_REEF_E,UCSB,,Horseshoe Reef E,,,34.38945,-119.544767,HORSESHOE_REEF_E UCSB,,,N/A,N/A,N/A,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,Campus Pt,11.3,0,0,0,B0065,1,analysis in September 2021 lead to decision to use ARROYO QUEMADO as best reference for Campus Point SMCA rather than HORSESHOE,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s, ,","f, ,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",14
SCI_PAINTED_CAVE_W,UCSB,,SCI - Painted Cave W,,,34.074483,-119.882133,SCI_PAINTED_CAVE_W UCSB,,,Painted Cave SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,16.5,2003,10.8,3.8,,1,,,,,,"f, , , ,","f, ,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,",,"f, ,s,u,","f, ,s,u,z","f, , , ,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,",20
SCI_PAINTED_CAVE_CEN,UCSB,,SCI - Painted Cave CEN,,,34.072867,-119.870983,SCI_PAINTED_CAVE_CEN UCSB,,,Painted Cave SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,16.2,2003,10.8,3.8,,1,,,,,,"f, ,s, ,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,",,"f, ,s,u,z","f, ,s,u,","f, , , ,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",20
SCI_PAINTED_CAVE_E,UCSB,,SCI - Painted Cave E,,,34.0719,-119.85755,SCI_PAINTED_CAVE_E UCSB,,,Painted Cave SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,18.3,2003,10.8,3.8,,1,,,,,,"f, ,s, ,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",,"f, ,s,u,","f, ,s,u,z","f, , , ,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",20
SMI_HARE_ROCK,UCSB,SMI_HARE_ROCK_CEN,SMI - Hare Rock,,,34.06543,-120.3562,SMI_HARE_ROCK UCSB,,,Harris Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,,,,,,,,,,,,"f,c, , ,",,,,,,,,,,,,,,,,,,,,,1
SMI_HARRIS_PT_RESERVE_W,UCSB,,SMI - Harris Point Reserve W,,,34.063683,-120.355983,SMI_HARRIS_PT_RESERVE_W UCSB,,,Harris Point SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,15.2,2003,16.1,2.9,,1,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",,"f,c,s,u,",,"f, ,s,u,",,"f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,",17
SCI_HAZARDS_W,UCSB,,SCI - Hazards W,,,34.0581,-119.824833,SCI_HAZARDS_W UCSB,,,Painted Cave SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,16.8,0,10.8,3.8,,1,,,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c, , ,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,",24
SMI_CUYLER_W,UCSB,,SMI - Cuyler W,,,34.05705,-120.3526,SMI_CUYLER_W UCSB,,,Harris Point SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,13.7,0,16.1,2.9,,1,,,,,,"f,c,s, ,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f,c,s,u,z",,"f,c,s,u,",,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,",18
SCI_HAZARDS_CEN,UCSB,,SCI - Hazards CEN,,,34.056583,-119.821167,SCI_HAZARDS_CEN UCSB,,,Painted Cave SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,16.8,0,10.8,3.8,,1,,,"f, ,s,u,",", ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c, , ,","f,c,s,u,","f, ,s,u,z","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",24
SMI_PRINCE_ISLAND_N,UCSB,,SMI - Prince Island N,,,34.055566,-120.3343,SMI_PRINCE_ISLAND_N UCSB,,,Harris Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,,2003,16.1,2.9,,,,,,,,"f,c,s, ,",,,,,,,,,,,,,,,,,,,,,1
SCI_HAZARDS_E,UCSB,,SCI - Hazards E,,,34.054383,-119.81935,SCI_HAZARDS_E UCSB,,,Painted Cave SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,13.7,0,10.8,3.8,,1,,,"f,c,s,u,",", ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c, , ,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,",24
SCI_CAVERN_POINT_E,UCSB,,SCI - Cavern E,,,34.054283,-119.566867,SCI_CAVERN_POINT_E UCSB,,,Scorpion SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,18.3,2003,8.1,2.2,,1,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f, ,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s, ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",19
Fry's Anchorage,RCCA,Frys Anchorage,Fry's Anchorage,,,34.05416005,-119.7533967,Fry's Anchorage RCCA,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCI_FORNEY_W,UCSB,,SCI - Forney W,,,34.053883,-119.9182,SCI_FORNEY_W UCSB,,,Gull Island SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,15.5,0,10.8,3.8,,1,,,,"f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z",,"f,c,s,u,","f,c,s,u,z","f,c, , ,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,",22
Cueva Valdez,RCCA,,Cueva Valdez,,,34.05324,-119.8106115,Cueva Valdez RCCA,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
SMI_HARRIS_PT_RESERVE_E,UCSB,,SMI - Harris Point Reserve E,,,34.052783,-120.337383,SMI_HARRIS_PT_RESERVE_E UCSB,,,Harris Point SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,14.6,2003,16.1,2.9,,1,,,,,,,"f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,",,"f,c,s,u,z",,"f, ,s,u,",,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,",17
SCI_CAVERN_POINT_W,UCSB,,SCI - Cavern W,,,34.05275,-119.5713,SCI_CAVERN_POINT_W UCSB,,,Scorpion SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,15.2,2003,8.1,2.2,,1,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s, ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",19
SCI_SCORPION_W,UCSB,,SCI - Scorpion W,,,34.0525,-119.55525,SCI_SCORPION_W UCSB,,,Scorpion SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,17.1,2003,8.1,2.2,,1,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,z","f, ,s, ,","f, ,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,",20
SMI_PRINCE_ISLAND_CEN,UCSB,,SMI - Prince Island CEN,,,34.052327,-120.3358,SMI_PRINCE_ISLAND_CEN UCSB,,,Harris Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,,2003,16.1,2.9,,,,,,,,"f,c,s, ,",,,,,,,,,,,,,,,,,,,,,1
SCI_POTATO_PASTURE_W,UCSB,,SCI - Potato Pasture W,,,34.052167,-119.582117,SCI_POTATO_PASTURE_W UCSB,,,Scorpion SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,18.3,2003,8.1,2.2,,,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f, ,s,u,",,,,"f, ,s, ,",,,,,,,,,,,6
SMI_CUYLER_E,UCSB,,SMI - Cuyler E,,,34.051717,-120.346183,SMI_CUYLER_E UCSB,,,Harris Point SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SMI,14.9,0,16.1,2.9,,1,,,,,,"f,c,s, ,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f, ,s,u,",,"f, ,s,u,",,"f, ,s,u,","f, ,s,u,z","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,",18
SCI_FORNEY_E,UCSB,,SCI - Forney E,,,34.051483,-119.909667,SCI_FORNEY_E UCSB,,,Gull Island SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,16.8,0,10.8,3.8,,1,,,,"f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f,c,s,u,","f,c,s,u,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,z","f,c,s,u,","f,c,s,u,","f, ,s,u,",22
SCI_POTATO_PASTURE_E,UCSB,,SCI - Potato Pasture E,,,34.050983,-119.575883,SCI_POTATO_PASTURE_E UCSB,,,Scorpion SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,12.2,2003,8.1,2.2,,,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, , , ,","f, ,s,u,",,,,"f,c,s, ,",,,,,,,,,,,6
Scorpion Anchorage,RCCA,,Scorpion Anchorage,,,34.0485017,-119.552304,Scorpion Anchorage RCCA,,,Scorpion SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCI_SCORPION_E,UCSB,,SCI - Scorpion E,,,34.048467,-119.546367,SCI_SCORPION_E UCSB,,,Scorpion SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,20.1,2003,8.1,2.2,,1,site is located on the MPA boundary and includes transects inside and outside the MPA. This boundary is also heavily fished by lobster and party boats,,,,,,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s, ,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,",20
SCI_SCORPION_ANCHORAGE,UCSB,SCI_SCORPION_ANCHORAGE_CEN,SCI - Scorpion Anchorage,,,34.047983,-119.5514,SCI_SCORPION_ANCHORAGE UCSB,,,Scorpion SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,14,2003,8.1,2.2,,,,,,,,,,"f, , , ,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,"f, ,s, ,",,,,,,,,,,,6
